state,district,migration_pressure_score,migration_pressure_category,score_climate,score_agriculture,score_poverty,score_demographics,rainfall_cv,drought_freq,flood_freq,yield_cv,production_std,mpi,headcount_ratio,marginal_worker_rate,worker_ratio,rainfall_cv_imp,drought_freq_imp,flood_freq_imp,yield_cv_imp,production_std_imp,mpi_imp,headcount_ratio_imp,marginal_worker_rate_imp,worker_ratio_imp
NCT OF DELHI,East,0.272979,Medium,0.379693734,0.000981564,0.317672751,0.402815968,,,,,,,,0.01443008,0.339130872,0.26140347,0.166666667,0.166666667,1.408736477,237089.6268,0.11379286,27.081936,0.01443008,0.339130872
BIHAR,Buxar,0.356839,High,0.410622999,0.002661656,0.489868148,0.599923863,0.309738317,0.166666667,0.166666667,4.364841724,127808.8892,0.17677366,41.413414,0.122937706,0.315481214,0.309738317,0.166666667,0.166666667,4.364841724,127808.8892,0.17677366,41.413414,0.122937706,0.315481214
GUJARAT,Valsad,0.25098,Low,0.339048624,0.001856107,0.279187888,0.413677524,0.197885144,0.166666667,0.166666667,2.04989209,796017.4427,0.10272872,23.307075,0.097273929,0.435747544,0.197885144,0.166666667,0.166666667,2.04989209,796017.4427,0.10272872,23.307075,0.097273929,0.435747544
KARNATAKA,Bidar,0.268755,Medium,0.352719411,0.033368211,0.290761429,0.42847044,0.219249227,0.166666667,0.166666667,54.65656946,693791.6639,0.10062499,25.473476,0.088560441,0.412498092,0.219249227,0.166666667,0.166666667,54.65656946,693791.6639,0.10062499,25.473476,0.088560441,0.412498092
MADHYA PRADESH,Bhind,0.341783,High,0.435236253,0.000956313,0.450312951,0.510884617,0.304792944,0.083333333,0.25,1.259780079,310444.6156,0.15722038,39.086968,0.057931128,0.305793583,0.304792944,0.083333333,0.25,1.259780079,310444.6156,0.15722038,39.086968,0.057931128,0.305793583
MADHYA PRADESH,Balaghat,0.336089,High,0.341998947,0.000993118,0.573671412,0.484823459,0.202495774,0.166666667,0.166666667,1.42579249,238583.0213,0.20116762,49.57625,0.213027223,0.524778192,0.202495774,0.166666667,0.166666667,1.42579249,238583.0213,0.20116762,49.57625,0.213027223,0.524778192
ODISHA,Puri,0.200786,Low,0.234939553,0.000891742,0.170917137,0.504030989,0.208827613,0.166666667,0.083333333,1.501558978,70821.1866,0.05766487,15.333289,0.100745851,0.365965162,0.208827613,0.166666667,0.083333333,1.501558978,70821.1866,0.05766487,15.333289,0.100745851,0.365965162
UTTARAKHAND,Dehradun,0.303442,Medium,0.610243104,0.001152737,0.081291473,0.461637706,0.491465986,0.25,0.166666667,0.473391685,1074296.025,0.02938429,7.019479,0.055759613,0.343472659,0.491465986,0.25,0.166666667,0.473391685,1074296.025,0.02938429,7.019479,0.055759613,0.343472659
ASSAM,Barpeta,0.330567,High,0.323031208,0.085518093,0.483593641,0.501521935,0.172853856,0.166666667,0.166666667,129.2623771,9068810.58,0.17617361,40.569397,0.072254021,0.331729276,0.172853856,0.166666667,0.166666667,129.2623771,9068810.58,0.17617361,40.569397,0.072254021,0.331729276
BIHAR,Kishanganj,0.494671,High,0.582497606,0.000634234,0.835549874,0.545004964,0.448106587,0.25,0.166666667,1.056762491,81886.52116,0.325327,65.983985,0.085570279,0.312981543,0.448106587,0.25,0.166666667,1.056762491,81886.52116,0.325327,65.983985,0.085570279,0.312981543
UTTAR PRADESH,Jalaun,0.259358,Medium,0.270196366,0.000428858,0.340647936,0.530135398,0.263925355,0.166666667,0.083333333,0.583834571,171789.9251,0.12115141,29.192465,0.118639695,0.367321627,0.263925355,0.166666667,0.083333333,0.583834571,171789.9251,0.12115141,29.192465,0.118639695,0.367321627
WEST BENGAL,Dakshin Dinajpur,0.295718,Medium,0.367542582,0.054709966,0.345959517,0.44606827,,,,,,0.12190682,29.859971,0.105303065,0.419374256,0.177299435,0.208333333,0.166666667,86.58256016,3164518.72,0.12190682,29.859971,0.105303065,0.419374256
BIHAR,Khagaria,0.414312,High,0.382641592,0.00070921,0.748504378,0.620560837,0.222600403,0.083333333,0.25,1.17760828,84607.01478,0.29424397,58.596196,0.152693106,0.336438725,0.222600403,0.083333333,0.25,1.17760828,84607.01478,0.29424397,58.596196,0.152693106,0.336438725
KARNATAKA,Chitradurga,0.274164,Medium,0.342135363,0.172064808,0.240634058,0.341614507,0.202708958,0.166666667,0.166666667,66.98605899,150638839.1,0.0842964,20.920675,0.113957827,0.516185425,0.202708958,0.166666667,0.166666667,66.98605899,150638839.1,0.0842964,20.920675,0.113957827,0.516185425
MAHARASHTRA,Osmanabad,0.195711,Low,0.263800132,0.011267541,0.226900838,0.29226169,0.210519765,0.083333333,0.166666667,17.00148828,1286874.256,0.07945397,19.743411,0.043450195,0.466896239,0.210519765,0.083333333,0.166666667,17.00148828,1286874.256,0.07945397,19.743411,0.043450195,0.466896239
UTTAR PRADESH,Kannauj,0.328928,High,0.324688059,0.000707221,0.556452908,0.506649066,0.175443107,0.166666667,0.166666667,0.799003542,342084.9563,0.20512643,46.195793,0.063773983,0.316715521,0.175443107,0.166666667,0.166666667,0.799003542,342084.9563,0.20512643,46.195793,0.063773983,0.316715521
PUNJAB,Sangrur,0.178542,Low,0.292139482,0.002091546,0.039326665,0.439592102,0.254807211,0.083333333,0.166666667,2.958071734,441835.3251,0.01379215,3.573052,0.041667044,0.343625334,0.254807211,0.083333333,0.166666667,2.958071734,441835.3251,0.01379215,3.573052,0.041667044,0.343625334
ODISHA,Balangir,0.324651,High,0.32387013,0.000437663,0.508292931,0.560756633,,,,0.581946275,183142.1896,0.18002728,43.608619,0.193071303,0.436993518,0.174164885,0.166666667,0.166666667,0.581946275,183142.1896,0.18002728,43.608619,0.193071303,0.436993518
UTTARAKHAND,Udham Singh Nagar,0.331434,High,0.547112778,0.000262326,0.266138969,0.488962634,0.523038326,0.166666667,0.166666667,,,0.09589154,22.613027,0.085327084,0.358698091,0.523038326,0.166666667,0.166666667,0.535798772,14551.45813,0.09589154,22.613027,0.085327084,0.358698091
MAHARASHTRA,Nandurbar,0.361375,High,0.342980476,0.001490239,0.766681343,0.32859172,0.204029663,0.166666667,0.166666667,1.910698466,473660.9401,0.29978665,60.318944,0.077578346,0.480535948,0.204029663,0.166666667,0.166666667,1.910698466,473660.9401,0.29978665,60.318944,0.077578346,0.480535948
UTTAR PRADESH,Gautam Buddha Nagar,0.230436,Low,0.325807757,0.000712827,0.17868775,0.477019175,0.220602766,0.25,0.083333333,1.168299435,95123.82593,0.06402072,15.312872,0.067117282,0.345309035,0.220602766,0.25,0.083333333,1.168299435,95123.82593,0.06402072,15.312872,0.067117282,0.345309035
HARYANA,Bhiwani,0.219119,Low,0.31270044,0.001573735,0.138598247,0.497535839,0.330348785,0.166666667,0.083333333,2.304975287,298518.7994,0.04726457,12.373763,0.108496156,0.381172814,0.330348785,0.166666667,0.083333333,2.304975287,298518.7994,0.04726457,12.373763,0.108496156,0.381172814
RAJASTHAN,Dausa,0.296026,Medium,0.405911681,0.000663031,0.343589233,0.452622413,0.302375684,0.166666667,0.166666667,1.020185864,139869.3466,0.12134896,29.604013,0.109079796,0.41880276,0.302375684,0.166666667,0.166666667,1.020185864,139869.3466,0.12134896,29.604013,0.109079796,0.41880276
BIHAR,Kaimur (Bhabua),0.374412,High,0.400161914,0.001002806,0.560391579,0.626713105,,,,1.619500856,116750.172,0.20586716,46.65648,0.139276456,0.314294164,0.29339021,0.166666667,0.166666667,1.619500856,116750.172,0.20586716,46.65648,0.139276456,0.314294164
CHHATTISGARH,Janjgir - Champa,0.280033,Medium,0.334418627,0.000320685,0.336423058,0.525334161,,,,,,0.11379286,29.944602,0.237437388,0.522604397,0.190649596,0.166666667,0.166666667,0.482660208,117659.4401,0.11379286,29.944602,0.237437388,0.522604397
TAMIL NADU,Pudukkottai,0.207333,Low,0.194194931,0.163281628,0.192167025,0.336681596,0.275383312,0.083333333,0.083333333,201.7961979,48118445,0.06384486,17.404184,0.075042713,0.470661695,0.275383312,0.083333333,0.083333333,201.7961979,48118445,0.06384486,17.404184,0.075042713,0.470661695
TAMIL NADU,Nagapattinam,0.332974,High,0.454291278,0.265727771,0.15095736,0.46533996,0.334571268,0.083333333,0.25,400.6182775,28715219.9,0.05019157,13.704919,0.114860342,0.415722107,0.334571268,0.083333333,0.25,400.6182775,28715219.9,0.05019157,13.704919,0.114860342,0.415722107
MAHARASHTRA,Ratnagiri,0.199335,Low,0.230169981,0.001105148,0.229304186,0.407821765,0.157964097,0.083333333,0.166666667,1.923916679,24783.50994,0.0780192,20.382756,0.098511581,0.442133432,0.157964097,0.083333333,0.166666667,1.923916679,24783.50994,0.0780192,20.382756,0.098511581,0.442133432
UTTAR PRADESH,Kaushambi,0.379533,High,0.321957239,0.000857509,0.752202877,0.523887246,0.171175506,0.166666667,0.166666667,1.31547358,159392.6324,0.29213693,59.560919,0.139894073,0.399529631,0.171175506,0.166666667,0.166666667,1.31547358,159392.6324,0.29213693,59.560919,0.139894073,0.399529631
KARNATAKA,Haveri,0.269032,Medium,0.433097465,0.021409754,0.231572813,0.361350579,0.344860388,0.166666667,0.166666667,30.29536964,3749655.131,0.07938738,20.469339,0.08018875,0.456957265,0.344860388,0.166666667,0.166666667,30.29536964,3749655.131,0.07938738,20.469339,0.08018875,0.456957265
PUNJAB,Hoshiarpur,0.152694,Low,0.176470831,0.002244059,0.063503185,0.496613224,0.247684895,0.083333333,0.083333333,2.864541781,680187.1532,0.02278557,5.556581,0.055974789,0.315022138,0.247684895,0.083333333,0.083333333,2.864541781,680187.1532,0.02278557,5.556581,0.055974789,0.315022138
UTTAR PRADESH,Etawah,0.314962,High,0.421394433,0.00065553,0.341945887,0.545492868,0.326571423,0.166666667,0.166666667,0.903107155,211626.171,0.11735388,30.111661,0.091340932,0.31993223,0.326571423,0.166666667,0.166666667,0.903107155,211626.171,0.11735388,30.111661,0.091340932,0.31993223
UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),0.364323,High,0.387458851,0.000897432,0.54749382,0.610763674,,,,,,0.19640414,46.484076,0.116353116,0.298190422,0.273538441,0.166666667,0.166666667,1.168299435,305959.9155,0.19640414,46.484076,0.116353116,0.298190422
ODISHA,Kalahandi,0.370666,High,0.331206135,0.000571424,0.669326341,0.581798191,0.185629259,0.166666667,0.166666667,0.761533956,212698.7688,0.24864161,55.166329,0.237922744,0.476850011,0.185629259,0.166666667,0.166666667,0.761533956,212698.7688,0.24864161,55.166329,0.237922744,0.476850011
MADHYA PRADESH,Betul,0.298054,Medium,0.318853229,0.000919027,0.470968757,0.456554137,0.209734546,0.25,0.083333333,1.060752395,404407.9705,0.172506,39.338284,0.175002952,0.499555023,0.209734546,0.25,0.083333333,1.060752395,404407.9705,0.172506,39.338284,0.175002952,0.499555023
UTTAR PRADESH,Mahamaya Nagar,0.357732,High,0.471213778,0.000897432,0.433021157,0.562185795,0.404426825,0.166666667,0.166666667,,,0.15194029,37.449504,0.093832204,0.309396386,0.404426825,0.166666667,0.166666667,1.168299435,305959.9155,0.15194029,37.449504,0.093832204,0.309396386
MADHYA PRADESH,Dewas,0.275457,Medium,0.309864666,0.001837886,0.409682589,0.427495031,0.282507322,0.083333333,0.166666667,2.397985535,536391.234,0.14926457,34.394371,0.136949508,0.474943324,0.282507322,0.083333333,0.166666667,2.397985535,536391.234,0.14926457,34.394371,0.136949508,0.474943324
GUJARAT,Bharuch,0.215136,Low,0.250014671,0.00095271,0.268588384,0.401636573,0.232386321,0.166666667,0.083333333,0.86637583,576232.408,0.09542766,23.075063,0.064849625,0.404330314,0.232386321,0.166666667,0.083333333,0.86637583,576232.408,0.09542766,23.075063,0.064849625,0.404330314
MADHYA PRADESH,Rajgarh,0.311416,Medium,0.270051004,0.000983372,0.578106508,0.480838674,0.220288344,0.083333333,0.166666667,1.065289266,474782.6367,0.21021166,48.536185,0.177142916,0.482336814,0.220288344,0.083333333,0.166666667,1.065289266,474782.6367,0.21021166,48.536185,0.177142916,0.482336814
RAJASTHAN,Chittaurgarh,0.294481,Medium,0.428099387,0.00080761,0.393614511,0.30693559,,,,,,0.14423822,32.895558,0.094442408,0.51980525,0.33704962,0.166666667,0.166666667,1.097134163,252199.1407,0.14423822,32.895558,0.094442408,0.51980525
CHHATTISGARH,Rajnandgaon,0.287819,Medium,0.451213735,0.000381073,0.299847146,0.365578528,0.242942133,0.25,0.166666667,0.541603465,146188.3197,0.10083664,26.820434,0.13280113,0.520509286,0.242942133,0.25,0.166666667,0.541603465,146188.3197,0.10083664,26.820434,0.13280113,0.520509286
KARNATAKA,Kolar,0.231707,Low,0.350856011,0.05512338,0.165102773,0.35900371,0.216337191,0.166666667,0.166666667,80.72684619,7654104.555,0.05575608,14.808013,0.086749488,0.467242601,0.216337191,0.166666667,0.166666667,80.72684619,7654104.555,0.05575608,14.808013,0.086749488,0.467242601
JAMMU & KASHMIR,Jammu,0.302921,Medium,0.582616067,0.000382861,0.102709705,0.488216798,0.274652329,0.25,0.25,0.611786303,100081.0333,0.03608146,9.017879,0.06423575,0.332441806,0.274652329,0.25,0.25,0.611786303,100081.0333,0.03608146,9.017879,0.06423575,0.332441806
ASSAM,Kamrup,0.371464,High,0.558184508,0.105114832,0.298668904,0.501026326,0.366701338,0.166666667,0.25,159.7185241,10554988.27,0.10740983,25.392502,0.136872653,0.414455745,0.366701338,0.166666667,0.25,159.7185241,10554988.27,0.10740983,25.392502,0.136872653,0.414455745
HARYANA,Gurgaon,0.177786,Low,0.263712664,0.001456087,0.092049175,0.414071435,0.25379292,0.166666667,0.083333333,2.328126124,148271.5824,0.032343,8.100122,0.03781946,0.359683366,0.25379292,0.166666667,0.083333333,2.328126124,148271.5824,0.032343,8.100122,0.03781946,0.359683366
GUJARAT,Amreli,0.237882,Low,0.401401879,0.001481967,0.150456234,0.396044557,0.29532797,0.166666667,0.166666667,1.705476181,605010.3882,0.05275488,13.141717,0.084524399,0.433987148,0.29532797,0.166666667,0.166666667,1.705476181,605010.3882,0.05275488,13.141717,0.084524399,0.433987148
MADHYA PRADESH,Shajapur,0.237954,Low,0.148968378,0.001046564,0.484286142,0.429876042,0.334934852,0,0.083333333,1.382475652,329341.6197,0.17458191,40.977338,0.138190405,0.474568663,0.334934852,0,0.083333333,1.382475652,329341.6197,0.17458191,40.977338,0.138190405,0.474568663
HIMACHAL PRADESH,Kangra,0.301432,Medium,0.539764627,0.000504024,0.077532555,0.620037244,0.381325433,0.25,0.166666667,0.873411692,58966.52301,0.02561217,7.161803,0.23922984,0.447110243,0.381325433,0.25,0.166666667,0.873411692,58966.52301,0.02561217,7.161803,0.23922984,0.447110243
TAMIL NADU,Dharmapuri,0.184882,Low,0.199837611,0.211274326,0.076020388,0.287436387,0.284201435,0.083333333,0.083333333,251.650056,68727161.32,0.02595983,6.864926,0.065152109,0.498505816,0.284201435,0.083333333,0.083333333,251.650056,68727161.32,0.02595983,6.864926,0.065152109,0.498505816
ODISHA,Bhadrak,0.320428,High,0.388888889,0.000859522,0.40084873,0.559263653,0.102133856,0.166666667,0.25,1.423270294,87735.63859,0.13796201,35.191687,0.093273949,0.311085102,0.102133856,0.166666667,0.25,1.423270294,87735.63859,0.13796201,35.191687,0.093273949,0.311085102
HARYANA,Karnal,0.226951,Low,0.374687038,0.011420887,0.08163211,0.483646503,0.253579234,0.166666667,0.166666667,18.45767722,462961.262,0.02899438,7.145517,0.069439536,0.342824535,0.253579234,0.166666667,0.166666667,18.45767722,462961.262,0.02899438,7.145517,0.069439536,0.342824535
JHARKHAND,Pashchimi Singhbhum,0.381711,High,0.273300079,0.000910655,0.7872269,0.593478432,,,,,,0.3089391,61.717928,0.234204953,0.462521084,0.225365849,0.083333333,0.166666667,1.549568488,59483.7824,0.3089391,61.717928,0.234204953,0.462521084
CHHATTISGARH,Raigarh,0.290777,Medium,0.334418627,0.000153744,0.428359883,0.444016783,,,,0.227015448,102387.7492,0.15039953,37.030396,0.137412449,0.461964117,0.190649596,0.166666667,0.166666667,0.227015448,102387.7492,0.15039953,37.030396,0.137412449,0.461964117
JHARKHAND,Deoghar,0.365493,High,0.362367424,0.00045869,0.589564596,0.607726483,0.234326703,0.166666667,0.166666667,0.797191158,59483.7824,0.21650347,49.090905,0.170448095,0.369597868,0.234326703,0.166666667,0.166666667,0.797191158,59483.7824,0.21650347,49.090905,0.170448095,0.369597868
ODISHA,Bargarh,0.314037,Medium,0.405301047,0.000428699,0.407383222,0.468189988,0.12778203,0.166666667,0.25,0.555347037,191152.9503,0.14188128,35.445179,0.194228543,0.514490753,0.12778203,0.166666667,0.25,0.555347037,191152.9503,0.14188128,35.445179,0.194228543,0.514490753
MADHYA PRADESH,Vidisha,0.372564,High,0.44423694,0.001065989,0.569184097,0.496787833,0.188629269,0.166666667,0.25,1.279853259,421933.2995,0.21328194,46.591022,0.104956902,0.377278382,0.188629269,0.166666667,0.25,1.279853259,421933.2995,0.21328194,46.591022,0.104956902,0.377278382
RAJASTHAN,Karauli,0.338578,High,0.395609681,0.000718408,0.517197674,0.470905458,0.286276187,0.166666667,0.166666667,1.054065831,179869.9949,0.19006546,43.062192,0.130560097,0.431151629,0.286276187,0.166666667,0.166666667,1.054065831,179869.9949,0.19006546,43.062192,0.130560097,0.431151629
MADHYA PRADESH,Ratlam,0.325044,High,0.358352981,0.001109977,0.527669808,0.449503098,0.358282651,0.083333333,0.166666667,1.439188173,362856.2526,0.19709734,43.325867,0.151086306,0.474877824,0.358282651,0.083333333,0.166666667,1.439188173,362856.2526,0.19709734,43.325867,0.151086306,0.474877824
HARYANA,Sonipat,0.220161,Low,0.387205317,0.001967924,0.043029045,0.489267077,,,,2.958912614,300071.1,0.01508667,3.892516,0.087183388,0.360812855,0.27314223,0.166666667,0.166666667,2.958912614,300071.1,0.01508667,3.892516,0.087183388,0.360812855
MADHYA PRADESH,Tikamgarh,0.375142,High,0.464862062,0.000785185,0.585172481,0.439675024,0.351090807,0.083333333,0.25,1.096191269,227234.2395,0.21306332,49.073526,0.127934092,0.453455174,0.351090807,0.083333333,0.25,1.096191269,227234.2395,0.21306332,49.073526,0.127934092,0.453455174
ODISHA,Kendrapara,0.29794,Medium,0.39135628,0.000532129,0.310675326,0.554425526,0.105989783,0.166666667,0.25,0.923854537,56456.97479,0.10733277,27.24019,0.100408856,0.324147905,0.105989783,0.166666667,0.25,0.923854537,56456.97479,0.10733277,27.24019,0.100408856,0.324147905
KARNATAKA,Uttara Kannada,0.260242,Medium,0.413946408,0.037695516,0.185688812,0.396764953,0.141292606,0.166666667,0.25,,,0.0645021,16.290346,0.076693834,0.423419932,0.141292606,0.166666667,0.25,54.03109073,6065084.374,0.0645021,16.290346,0.076693834,0.423419932
UTTAR PRADESH,Kanshiram Nagar,0.354643,High,0.334658592,0.000897432,0.636765438,0.520643617,0.191024602,0.166666667,0.166666667,,,0.24105756,51.635135,0.082485162,0.329058779,0.191024602,0.166666667,0.166666667,1.168299435,305959.9155,0.24105756,51.635135,0.082485162,0.329058779
RAJASTHAN,Tonk,0.331474,High,0.530411269,0.000848466,0.339702081,0.404615883,0.366708431,0.25,0.166666667,1.159639101,255977.3482,0.12039783,29.19114,0.107902058,0.456729139,0.366708431,0.25,0.166666667,1.159639101,255977.3482,0.12039783,29.19114,0.107902058,0.456729139
CHHATTISGARH,Bastar,0.414865,High,0.432913595,0.000285185,0.734211607,0.531470525,0.170933662,0.166666667,0.25,0.450807665,98968.45493,0.2687057,61.263006,0.234720659,0.514103817,0.170933662,0.166666667,0.25,0.450807665,98968.45493,0.2687057,61.263006,0.234720659,0.514103817
RAJASTHAN,Jhalawar,0.280371,Medium,0.28898994,0.00075172,0.456558271,0.432645106,0.24988525,0.083333333,0.166666667,1.007519482,249850.0617,0.16970113,37.67075,0.149027481,0.486100137,0.24988525,0.083333333,0.166666667,1.007519482,249850.0617,0.16970113,37.67075,0.149027481,0.486100137
GUJARAT,Gandhinagar,0.275029,Medium,0.444544248,0.000432172,0.226607053,0.417858441,0.362748899,0.166666667,0.166666667,0.563321642,189647.9448,0.08443975,18.751912,0.059654982,0.384390046,0.362748899,0.166666667,0.166666667,0.563321642,189647.9448,0.08443975,18.751912,0.059654982,0.384390046
KARNATAKA,Koppal,0.239175,Low,0.247360588,0.028389196,0.351931805,0.383459075,0.228238642,0.166666667,0.083333333,43.77029208,2476060.948,0.12160031,30.829975,0.105529095,0.471081789,0.228238642,0.166666667,0.083333333,43.77029208,2476060.948,0.12160031,30.829975,0.105529095,0.471081789
RAJASTHAN,Dungarpur,0.419148,High,0.433038557,0.000609395,0.646303197,0.705705745,0.34476833,0.166666667,0.166666667,1.043120915,62876.49171,0.2450494,52.333366,0.30614914,0.462002863,0.34476833,0.166666667,0.166666667,1.043120915,62876.49171,0.2450494,52.333366,0.30614914,0.462002863
PUNJAB,Bathinda,0.224219,Low,0.401712373,0.001142145,0.081470927,0.419778884,,,,1.529388025,337712.086,0.02879917,7.157973,0.070080121,0.396093697,0.295813196,0.166666667,0.166666667,1.529388025,337712.086,0.02879917,7.157973,0.070080121,0.396093697
MADHYA PRADESH,Barwani,0.402543,High,0.380854914,0.001736565,0.857892671,0.362242298,0.263218109,0.166666667,0.166666667,2.413473979,410047.743,0.34756783,65.172279,0.092436508,0.471827668,0.263218109,0.166666667,0.166666667,2.413473979,410047.743,0.34756783,65.172279,0.092436508,0.471827668
ODISHA,Koraput,0.376559,High,0.348691373,0.000601789,0.708313478,0.515253959,0.343183931,0.083333333,0.166666667,0.892680741,157402.1511,0.27522922,56.070445,0.215233317,0.502596679,0.343183931,0.083333333,0.166666667,0.892680741,157402.1511,0.27522922,56.070445,0.215233317,0.502596679
UTTAR PRADESH,Auraiya,0.279081,Medium,0.292935565,0.000729326,0.385088743,0.533994088,0.299461139,0.166666667,0.083333333,1.154373899,123521.5052,0.13635629,33.090439,0.084304608,0.320412165,0.299461139,0.166666667,0.083333333,1.154373899,123521.5052,0.13635629,33.090439,0.084304608,0.320412165
MADHYA PRADESH,Seoni,0.316041,High,0.255032616,0.001477584,0.598605225,0.511725986,0.196818291,0.083333333,0.166666667,1.738674284,577228.3005,0.21422763,50.903277,0.20799982,0.496279179,0.196818291,0.083333333,0.166666667,1.738674284,577228.3005,0.21422763,50.903277,0.20799982,0.496279179
BIHAR,Munger,0.357632,High,0.400161914,0.000871387,0.489805755,0.63271029,,,,1.540893451,20588.30386,0.18398767,40.03417,0.141293278,0.311938089,0.29339021,0.166666667,0.166666667,1.540893451,20588.30386,0.18398767,40.03417,0.141293278,0.311938089
TAMIL NADU,Ramanathapuram,0.200012,Low,0.192655269,0.191733203,0.107719895,0.384793359,0.272977198,0.083333333,0.083333333,249.3715469,47972664.62,0.03642992,9.716638,0.086318247,0.445512747,0.272977198,0.083333333,0.083333333,249.3715469,47972664.62,0.03642992,9.716638,0.086318247,0.445512747
GUJARAT,Patan,0.298933,Medium,0.46128041,0.000801814,0.299560808,0.415960238,0.388903411,0.166666667,0.166666667,1.289357413,113701.2915,0.10657893,25.686434,0.080812125,0.412901661,0.388903411,0.166666667,0.166666667,1.289357413,113701.2915,0.10657893,25.686434,0.080812125,0.412901661
MADHYA PRADESH,Mandsaur,0.237626,Low,0.211783763,0.000983293,0.447037598,0.343310753,0.302870337,0.083333333,0.083333333,1.173162111,400684.3685,0.15824656,38.39207,0.107919884,0.507100434,0.302870337,0.083333333,0.083333333,1.173162111,400684.3685,0.15824656,38.39207,0.107919884,0.507100434
TAMIL NADU,Sivaganga,0.203613,Low,0.174326683,0.160448262,0.161717783,0.413713925,0.244334119,0.083333333,0.083333333,211.2781679,38377189.32,0.0543147,14.56489,0.118787903,0.463124888,0.244334119,0.083333333,0.083333333,211.2781679,38377189.32,0.0543147,14.56489,0.118787903,0.463124888
RAJASTHAN,Sawai Madhopur,0.313656,Medium,0.388196748,0.001300027,0.438883268,0.451605512,0.274691594,0.166666667,0.166666667,2.019209127,181975.4962,0.1584512,37.108269,0.119436098,0.432831094,0.274691594,0.166666667,0.166666667,2.019209127,181975.4962,0.1584512,37.108269,0.119436098,0.432831094
HARYANA,Jind,0.163999,Low,0.194848409,0.00207439,0.095770423,0.475608954,0.276404537,0.083333333,0.083333333,3.218726251,243414.3473,0.03297077,8.549062,0.103114937,0.392325612,0.276404537,0.083333333,0.083333333,3.218726251,243414.3473,0.03297077,8.549062,0.103114937,0.392325612
MADHYA PRADESH,Raisen,0.30423,Medium,0.324351821,0.000985628,0.466771589,0.491784371,0.17491765,0.166666667,0.166666667,1.089774549,460560.7172,0.16671627,39.796781,0.110842094,0.388884925,0.17491765,0.166666667,0.166666667,1.089774549,460560.7172,0.16671627,39.796781,0.110842094,0.388884925
GUJARAT,Navsari,0.205166,Low,0.270737941,0.001047619,0.232463197,0.346866185,0.264771703,0.166666667,0.083333333,1.009336033,586547.0391,0.07992855,20.502525,0.061541493,0.445097738,0.264771703,0.166666667,0.083333333,1.009336033,586547.0391,0.07992855,20.502525,0.061541493,0.445097738
ASSAM,Tinsukia,0.336037,High,0.241385815,0.231314198,0.502390333,0.454174935,0.175491692,0.083333333,0.166666667,383.8408519,922327.1542,0.19444788,39.969424,0.110704714,0.419597735,0.175491692,0.083333333,0.166666667,383.8408519,922327.1542,0.19444788,39.969424,0.110704714,0.419597735
ASSAM,Dibrugarh,0.254576,Medium,0.217601077,0.053101794,0.374749716,0.476354707,0.138321987,0.083333333,0.166666667,88.0031714,353202.8796,0.13941937,30.930364,0.127388631,0.422636061,0.138321987,0.083333333,0.166666667,88.0031714,353202.8796,0.13941937,30.930364,0.127388631,0.422636061
JHARKHAND,Garhwa,0.380422,High,0.273300079,0.001843431,0.697969673,0.732088422,,,,3.100429335,60798.08542,0.25785173,57.790675,0.299599179,0.431991164,0.225365849,0.083333333,0.166666667,3.100429335,60798.08542,0.25785173,57.790675,0.299599179,0.431991164
MAHARASHTRA,Gondiya,0.26454,Medium,0.342803357,0.001250679,0.305668136,0.452194066,,,,,,0.10186349,27.514175,0.175013818,0.5031497,0.20375287,0.166666667,0.166666667,1.511906365,473660.9401,0.10186349,27.514175,0.175013818,0.5031497
JHARKHAND,Dumka,0.40963,High,0.372211215,0.000637875,0.713405932,0.67229949,0.206300284,0.083333333,0.25,1.023921009,108575.607,0.26539828,58.714518,0.293088913,0.472800925,0.206300284,0.083333333,0.25,1.023921009,108575.607,0.26539828,58.714518,0.293088913,0.472800925
JHARKHAND,Godda,0.451328,High,0.502207337,0.001233464,0.707866709,0.655200092,0.322632611,0.25,0.166666667,2.11922383,37337.78167,0.26423104,58.090451,0.240916417,0.420380328,0.322632611,0.25,0.166666667,2.11922383,37337.78167,0.26423104,58.090451,0.240916417,0.420380328
MADHYA PRADESH,Sehore,0.268454,Medium,0.287055771,0.001385383,0.369218892,0.502224872,0.290272464,0.166666667,0.083333333,1.880496014,374626.6655,0.13505029,30.91551,0.163144802,0.44694021,0.290272464,0.166666667,0.083333333,1.880496014,374626.6655,0.13505029,30.91551,0.163144802,0.44694021
MADHYA PRADESH,Khandwa (East Nimar),0.324888,High,0.367713282,0.001132312,0.563772783,0.366416973,,,,,,0.20951104,46.480838,0.092043806,0.467898823,0.242680966,0.166666667,0.166666667,1.543149613,317039.7652,0.20951104,46.480838,0.092043806,0.467898823
KERALA,Kasaragod,0.269572,Medium,0.396988521,0.21890225,0.022030063,0.469288666,,,,217.5271364,100849651.4,0.00844426,1.947727,0.069068171,0.354143226,0.158201439,0.25,0.166666667,217.5271364,100849651.4,0.00844426,1.947727,0.069068171,0.354143226
UTTAR PRADESH,Baghpat,0.27785,Medium,0.383086356,0.001636624,0.272353807,0.501811219,0.266705306,0.166666667,0.166666667,1.635296816,829789.8979,0.09943686,22.888718,0.063064446,0.319784843,0.266705306,0.166666667,0.166666667,1.635296816,829789.8979,0.09943686,22.888718,0.063064446,0.319784843
